year,ID,Estimate; HOUSEHOLDS BY TYPE - Total households,Estimate; HOUSEHOLDS BY TYPE - Households with one or more people under 18 years,Estimate; HOUSEHOLDS BY TYPE - Households with one or more people 65 years and over,Estimate; HOUSEHOLDS BY TYPE - Average household size,Estimate; HOUSEHOLDS BY TYPE - Average family size,Estimate; RELATIONSHIP - Population in households,Estimate; MARITAL STATUS - Males 15 years and over,Estimate; MARITAL STATUS - Females 15 years and over,Estimate; GRANDPARENTS - Number of grandparents living with own grandchildren under 18 years,Estimate; GRANDPARENTS - Number of grandparents responsible for own grandchildren under 18 years,Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school,Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over,Estimate; VETERAN STATUS - Civilian population 18 years and over,Estimate; RESIDENCE 1 YEAR AGO - Population 1 year and over,Estimate; PLACE OF BIRTH - Total population,Estimate; U.S. CITIZENSHIP STATUS - Foreign-born population,Estimate; YEAR OF ENTRY - Population born outside the United States,Estimate; YEAR OF ENTRY - Native,Estimate; YEAR OF ENTRY - Foreign born,Estimate; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population£» excluding population born at sea,Estimate; LANGUAGE SPOKEN AT HOME - Population 5 years and over,Estimate; ANCESTRY - Total population,number
4,42081,46008.0,12670.0,13537.0,2.42,2.97,111122.0,47059.0,49708.0,1767.0,754.0,26777.0,80224.0,92565.0,115501.0,116676.0,1655.0,2319.0,664.0,1655.0,1655.0,110187.0,116676.0,665
5,42081,45906.0,12433.0,13820.0,2.42,2.99,111002.0,47053.0,49648.0,1574.0,601.0,26049.0,80594.0,92583.0,115425.0,116656.0,1769.0,2232.0,463.0,1769.0,1769.0,110132.0,116656.0,527
6,42081,45587.0,12671.0,13944.0,2.42,2.98,110485.0,46936.0,49440.0,1547.0,531.0,25629.0,80680.0,92302.0,115091.0,116313.0,1844.0,2459.0,615.0,1844.0,1844.0,109790.0,116313.0,677
0,42083,17324.0,5216.0,5055.0,2.38,2.91,41227.0,18437.0,17812.0,633.0,283.0,9985.0,30480.0,34289.0,43161.0,43853.0,421.0,669.0,248.0,421.0,421.0,41502.0,43853.0,272
1,42083,17180.0,5106.0,5103.0,2.37,2.91,40749.0,18413.0,17760.0,713.0,306.0,10139.0,30363.0,34273.0,42992.0,43642.0,410.0,714.0,304.0,410.0,410.0,41321.0,43642.0,184
2,42083,17394.0,5264.0,5170.0,2.33,2.83,40516.0,18329.0,17690.0,764.0,354.0,9969.0,30294.0,34230.0,42852.0,43451.0,543.0,880.0,337.0,543.0,543.0,41139.0,43451.0,234
3,42083,17450.0,5215.0,5258.0,2.31,2.8,40307.0,18371.0,17602.0,872.0,422.0,10071.0,30331.0,34235.0,42810.0,43294.0,526.0,801.0,275.0,526.0,526.0,41025.0,43294.0,314
4,42083,17340.0,5051.0,5315.0,2.31,2.8,40021.0,18325.0,17537.0,849.0,435.0,9934.0,30264.0,34190.0,42587.0,43024.0,636.0,919.0,283.0,636.0,636.0,40838.0,43024.0,179
5,42083,17400.0,4843.0,5345.0,2.29,2.79,39830.0,18257.0,17491.0,774.0,390.0,9708.0,30199.0,34118.0,42469.0,42884.0,708.0,975.0,267.0,708.0,708.0,40717.0,42884.0,186
6,42083,17259.0,4828.0,5359.0,2.29,2.77,39530.0,18351.0,17341.0,720.0,337.0,9383.0,30138.0,34041.0,42180.0,42609.0,672.0,865.0,193.0,672.0,672.0,40477.0,42609.0,292
0,42085,46681.0,13397.0,14620.0,2.35,2.89,109836.0,47052.0,49774.0,1574.0,813.0,28126.0,80405.0,91479.0,116157.0,117296.0,1895.0,2344.0,449.0,1895.0,1895.0,111218.0,117296.0,357
1,42085,46418.0,12918.0,14815.0,2.37,2.92,109950.0,47017.0,49699.0,1542.0,758.0,27712.0,80325.0,91445.0,115867.0,116939.0,1975.0,2525.0,550.0,1975.0,1975.0,110939.0,116939.0,409
2,42085,46389.0,13024.0,15022.0,2.36,2.91,109467.0,47017.0,49520.0,1741.0,777.0,26988.0,80211.0,91333.0,115450.0,116474.0,1646.0,2223.0,577.0,1646.0,1646.0,110580.0,116474.0,443
3,42085,46187.0,12782.0,15098.0,2.36,2.92,109004.0,47100.0,49420.0,1772.0,744.0,27064.0,80246.0,91421.0,115019.0,116059.0,1555.0,2243.0,688.0,1555.0,1555.0,110284.0,116059.0,427
4,42085,46128.0,12749.0,15275.0,2.35,2.91,108579.0,47127.0,49352.0,1948.0,845.0,26608.0,80261.0,91550.0,114814.0,115739.0,1620.0,2344.0,724.0,1620.0,1620.0,110024.0,115739.0,490
5,42085,45546.0,12251.0,15524.0,2.37,2.93,108023.0,47146.0,49241.0,2081.0,841.0,26254.0,80186.0,91538.0,114412.0,115320.0,1644.0,2395.0,751.0,1644.0,1644.0,109614.0,115320.0,462
6,42085,45350.0,12326.0,15597.0,2.36,2.91,107241.0,47088.0,48994.0,2482.0,917.0,25707.0,79922.0,91303.0,113498.0,114598.0,1593.0,2192.0,599.0,1593.0,1593.0,108961.0,114598.0,353
0,42087,19051.0,5686.0,6086.0,2.42,3.0,46171.0,17966.0,19510.0,762.0,337.0,9187.0,32106.0,35580.0,46120.0,46583.0,248.0,419.0,171.0,248.0,248.0,43543.0,46583.0,141
1,42087,18987.0,5747.0,6027.0,2.43,2.98,46095.0,18092.0,19556.0,796.0,338.0,9201.0,32336.0,35791.0,46248.0,46671.0,278.0,484.0,206.0,278.0,278.0,43706.0,46671.0,163
2,42087,18952.0,5561.0,6112.0,2.43,3.0,46122.0,18218.0,19529.0,773.0,329.0,9105.0,32450.0,35918.0,46297.0,46694.0,264.0,465.0,201.0,264.0,264.0,43767.0,46694.0,170
3,42087,18711.0,5607.0,6196.0,2.46,3.01,46122.0,18284.0,19513.0,1008.0,472.0,9024.0,32562.0,35980.0,46260.0,46698.0,315.0,462.0,147.0,315.0,315.0,43817.0,46698.0,102
4,42087,18822.0,5439.0,6251.0,2.45,2.98,46103.0,18372.0,19497.0,923.0,434.0,9128.0,32633.0,36047.0,46231.0,46705.0,349.0,484.0,135.0,349.0,349.0,43843.0,46705.0,179
5,42087,18714.0,5291.0,6328.0,2.46,2.98,46047.0,18387.0,19525.0,865.0,409.0,9025.0,32674.0,36059.0,46158.0,46675.0,388.0,521.0,133.0,388.0,388.0,43844.0,46675.0,156
6,42087,18695.0,5094.0,6515.0,2.46,2.96,45934.0,18384.0,19505.0,1019.0,528.0,8953.0,32676.0,36052.0,46119.0,46585.0,477.0,622.0,145.0,477.0,477.0,43755.0,46585.0,225
0,42089,59997.0,23240.0,14667.0,2.74,3.15,164476.0,66398.0,68976.0,4436.0,1665.0,47713.0,109921.0,126384.0,166199.0,168080.0,15611.0,18930.0,3319.0,15611.0,15611.0,159228.0,168080.0,737
1,42089,59941.0,22901.0,14844.0,2.75,3.15,164927.0,67095.0,69719.0,4089.0,1454.0,48185.0,110939.0,127851.0,167292.0,169050.0,16597.0,19718.0,3121.0,16597.0,16597.0,160288.0,169050.0,977
2,42089,59299.0,22106.0,15262.0,2.79,3.2,165706.0,67508.0,70369.0,4645.0,1811.0,47582.0,111695.0,129082.0,167689.0,169346.0,16481.0,19746.0,3265.0,16481.0,16481.0,160786.0,169346.0,983
3,42089,58875.0,20909.0,15696.0,2.81,3.22,165691.0,67801.0,70540.0,4327.0,1890.0,46768.0,112061.0,129847.0,167414.0,168947.0,17156.0,20287.0,3131.0,17156.0,17156.0,160701.0,168947.0,833
4,42089,57661.0,20164.0,15915.0,2.87,3.31,165453.0,68095.0,70703.0,4684.0,2029.0,45184.0,112394.0,130549.0,166878.0,168342.0,17681.0,20587.0,2906.0,17681.0,17681.0,160381.0,168342.0,891
5,42089,57297.0,19523.0,16371.0,2.89,3.35,165375.0,68219.0,70967.0,5012.0,2302.0,44327.0,112801.0,131191.0,166680.0,167881.0,18328.0,21205.0,2877.0,18328.0,18328.0,160092.0,167881.0,925
6,42089,57127.0,17951.0,17080.0,2.88,3.4,164785.0,68382.0,70967.0,5005.0,2205.0,42125.0,113238.0,131619.0,165877.0,167126.0,17928.0,21475.0,3547.0,17928.0,17928.0,159539.0,167126.0,653
0,42091,306661.0,101937.0,80538.0,2.51,3.07,768322.0,306885.0,333987.0,11182.0,3299.0,205261.0,545630.0,606232.0,781342.0,790497.0,73171.0,80352.0,7181.0,73171.0,73171.0,743473.0,790497.0,369
1,42091,307598.0,100844.0,82187.0,2.52,3.09,774470.0,309168.0,336246.0,12297.0,3248.0,206423.0,550425.0,611341.0,785970.0,794921.0,75569.0,83175.0,7606.0,75569.0,75569.0,747975.0,794921.0,625
2,42091,308083.0,100199.0,83607.0,2.53,3.11,779326.0,311871.0,338848.0,12840.0,3130.0,206481.0,555266.0,616919.0,791410.0,799886.0,77064.0,84809.0,7745.0,77064.0,77064.0,753061.0,799886.0,398
3,42091,307488.0,99156.0,85492.0,2.55,3.14,783723.0,314318.0,341156.0,12835.0,3339.0,205997.0,559559.0,621913.0,795955.0,804621.0,78154.0,86166.0,8012.0,78154.0,78154.0,757832.0,804621.0,325
4,42091,307953.0,99057.0,87219.0,2.56,3.13,788584.0,317018.0,343700.0,12769.0,3487.0,205170.0,564218.0,627620.0,800821.0,809372.0,81168.0,89433.0,8265.0,81168.0,81168.0,762889.0,809372.0,191
5,42091,308626.0,99186.0,89542.0,2.57,3.14,791723.0,319330.0,345841.0,13624.0,3917.0,203808.0,568085.0,632336.0,804701.0,812970.0,82732.0,91041.0,8309.0,82732.0,82732.0,766889.0,812970.0,171
6,42091,309884.0,98679.0,91974.0,2.56,3.13,794078.0,321181.0,347347.0,13317.0,4160.0,202771.0,570837.0,635962.0,807493.0,815876.0,84438.0,92891.0,8453.0,84438.0,84438.0,769872.0,815876.0,275
0,42093,7310.0,2147.0,2267.0,2.37,2.86,17355.0,7002.0,8017.0,204.0,90.0,3903.0,12845.0,14191.0,17929.0,18152.0,757.0,857.0,100.0,757.0,757.0,17175.0,18152.0,13
1,42093,7200.0,2024.0,2206.0,2.43,2.95,17483.0,7019.0,8047.0,229.0,80.0,3980.0,12937.0,14232.0,17955.0,18193.0,674.0,910.0,236.0,674.0,674.0,17215.0,18193.0,84
2,42093,7268.0,1999.0,2237.0,2.41,2.9,17532.0,7058.0,8080.0,222.0,72.0,3942.0,13014.0,14342.0,18034.0,18243.0,633.0,933.0,300.0,633.0,633.0,17249.0,18243.0,76
3,42093,7233.0,1864.0,2258.0,2.44,3.02,17670.0,7220.0,8119.0,225.0,82.0,3845.0,13252.0,14575.0,18143.0,18379.0,657.0,1083.0,426.0,657.0,657.0,17367.0,18379.0,118
4,42093,7380.0,1936.0,2332.0,2.41,3.0,17759.0,7283.0,8071.0,223.0,49.0,3812.0,13320.0,14668.0,18274.0,18475.0,547.0,934.0,387.0,547.0,547.0,17439.0,18475.0,150
5,42093,7380.0,1915.0,2348.0,2.41,3.01,17780.0,7262.0,8066.0,237.0,57.0,3787.0,13349.0,14629.0,18332.0,18508.0,528.0,891.0,363.0,528.0,528.0,17445.0,18508.0,48
6,42093,7361.0,1878.0,2426.0,2.4,3.04,17671.0,7216.0,8035.0,365.0,103.0,3665.0,13364.0,14609.0,18266.0,18404.0,596.0,790.0,194.0,596.0,596.0,17360.0,18404.0,76
0,42095,111929.0,36608.0,31306.0,2.52,3.0,281570.0,116945.0,124505.0,5438.0,1930.0,76164.0,200204.0,228866.0,291449.0,294536.0,18995.0,26975.0,7980.0,18995.0,18995.0,278295.0,294536.0,2009
1,42095,112111.0,35880.0,31922.0,2.54,3.04,284293.0,117897.0,125563.0,5690.0,1904.0,76831.0,201962.0,230995.0,293140.0,296323.0,19491.0,27188.0,7697.0,19491.0,19491.0,280159.0,296323.0,1862
2,42095,112242.0,35916.0,32505.0,2.55,3.06,285889.0,118675.0,126384.0,6017.0,1901.0,76647.0,203280.0,232811.0,294315.0,297519.0,19591.0,27492.0,7901.0,19591.0,19591.0,281574.0,297519.0,1049
3,42095,112189.0,35258.0,33376.0,2.56,3.07,287123.0,119343.0,127036.0,6116.0,1924.0,76564.0,204518.0,234349.0,295336.0,298439.0,20137.0,28181.0,8044.0,20137.0,20137.0,282761.0,298439.0,1048
4,42095,112790.0,35452.0,33798.0,2.56,3.06,288212.0,120003.0,127571.0,6402.0,2164.0,75521.0,205714.0,235756.0,296371.0,299225.0,20386.0,28760.0,8374.0,20386.0,20386.0,283711.0,299225.0,682
5,42095,112927.0,35427.0,34720.0,2.56,3.05,288792.0,120587.0,128016.0,6453.0,2119.0,74238.0,206993.0,236952.0,296962.0,299616.0,20906.0,29081.0,8175.0,20906.0,20906.0,284458.0,299616.0,564
6,42095,112819.0,34667.0,35336.0,2.57,3.07,289664.0,121487.0,128481.0,6411.0,2148.0,73114.0,208317.0,238497.0,297634.0,300520.0,21809.0,30492.0,8683.0,21809.0,21809.0,285320.0,300520.0,706
0,42097,39234.0,10834.0,12403.0,2.31,2.82,90811.0,38764.0,39728.0,1027.0,482.0,18598.0,67281.0,74619.0,93117.0,94099.0,1127.0,1880.0,753.0,1127.0,1127.0,89043.0,94099.0,164
1,42097,39293.0,10707.0,12546.0,2.29,2.79,90167.0,39230.0,39520.0,1198.0,467.0,18842.0,67607.0,75067.0,93343.0,94321.0,949.0,1657.0,708.0,949.0,949.0,89104.0,94321.0,167
2,42097,39220.0,10554.0,12580.0,2.29,2.8,89962.0,39489.0,39436.0,1328.0,525.0,18355.0,67952.0,75316.0,93513.0,94441.0,1164.0,1931.0,767.0,1164.0,1164.0,89236.0,94441.0,320
3,42097,39348.0,10540.0,12512.0,2.28,2.8,89903.0,39602.0,39353.0,1434.0,559.0,18157.0,68114.0,75490.0,93512.0,94444.0,1223.0,2030.0,807.0,1223.0,1223.0,89328.0,94444.0,181
4,42097,39170.0,10154.0,12671.0,2.29,2.83,89618.0,39610.0,39223.0,1525.0,618.0,17995.0,68143.0,75496.0,93389.0,94294.0,1171.0,2113.0,942.0,1171.0,1171.0,89243.0,94294.0,362
5,42097,39375.0,10114.0,12968.0,2.27,2.83,89188.0,39745.0,39105.0,1476.0,657.0,17212.0,68199.0,75550.0,93068.0,94006.0,1232.0,2086.0,854.0,1232.0,1232.0,89054.0,94006.0,196
6,42097,39192.0,10122.0,13040.0,2.27,2.82,89099.0,39431.0,38886.0,1364.0,673.0,16853.0,67943.0,75038.0,92541.0,93590.0,1251.0,2033.0,782.0,1251.0,1251.0,88658.0,93590.0,258
0,42099,17943.0,6044.0,4187.0,2.5,2.9,44827.0,18513.0,18422.0,901.0,398.0,9658.0,31250.0,34744.0,45123.0,45599.0,432.0,664.0,232.0,432.0,432.0,42822.0,45599.0,160
1,42099,18098.0,5940.0,4305.0,2.5,2.9,45258.0,18621.0,18604.0,817.0,370.0,9624.0,31619.0,35082.0,45267.0,45785.0,412.0,723.0,311.0,412.0,412.0,43055.0,45785.0,306
2,42099,18160.0,5879.0,4421.0,2.49,2.89,45252.0,18587.0,18680.0,831.0,390.0,9532.0,31611.0,35189.0,45275.0,45791.0,486.0,814.0,328.0,486.0,486.0,43052.0,45791.0,327
3,42099,18173.0,5855.0,4514.0,2.49,2.88,45246.0,18671.0,18738.0,894.0,397.0,9413.0,31755.0,35359.0,45338.0,45808.0,554.0,873.0,319.0,554.0,554.0,43081.0,45808.0,341
4,42099,18077.0,5633.0,4699.0,2.5,2.93,45201.0,18605.0,18815.0,873.0,456.0,9637.0,31824.0,35402.0,45325.0,45788.0,572.0,894.0,322.0,572.0,572.0,43080.0,45788.0,378
5,42099,18085.0,5469.0,4945.0,2.49,2.92,45065.0,18716.0,18778.0,768.0,356.0,9456.0,31931.0,35513.0,45230.0,45677.0,593.0,904.0,311.0,593.0,593.0,43027.0,45677.0,164
6,42099,17883.0,5378.0,5126.0,2.52,2.96,45051.0,18733.0,18767.0,814.0,357.0,9272.0,32017.0,35558.0,45240.0,45647.0,592.0,830.0,238.0,592.0,592.0,43004.0,45647.0,310
0,42101,574488.0,166077.0,137655.0,2.53,3.5,1454290.0,563420.0,657788.0,41734.0,17090.0,422271.0,965571.0,1156381.0,1486144.0,1504950.0,172415.0,223928.0,51513.0,172415.0,172415.0,1405985.0,1504950.0,33513
1,42101,578125.0,165359.0,138295.0,2.53,3.5,1464570.0,568910.0,661993.0,41982.0,16700.0,424284.0,973241.0,1167590.0,1495396.0,1514456.0,176373.0,229263.0,52890.0,176373.0,176373.0,1413932.0,1514456.0,26969
2,42101,580509.0,164743.0,139581.0,2.54,3.52,1476429.0,574210.0,666550.0,42870.0,16895.0,425140.0,982024.0,1179173.0,1506711.0,1525811.0,179331.0,234386.0,55055.0,179331.0,179331.0,1423538.0,1525811.0,25279
3,42101,580017.0,161295.0,139700.0,2.56,3.56,1486620.0,579526.0,670872.0,42997.0,16496.0,421991.0,996815.0,1191875.0,1516924.0,1536704.0,186913.0,241714.0,54801.0,186913.0,186913.0,1432316.0,1536704.0,21761
4,42101,580297.0,158814.0,140627.0,2.58,3.59,1496200.0,583512.0,674454.0,43688.0,16743.0,416404.0,1009812.0,1201286.0,1525681.0,1546920.0,193155.0,248053.0,54898.0,193155.0,193155.0,1440405.0,1546920.0,17597
5,42101,581050.0,158220.0,142080.0,2.59,3.59,1504428.0,586717.0,677834.0,42876.0,16010.0,411245.0,1024009.0,1209425.0,1533574.0,1555072.0,197563.0,252771.0,55208.0,197563.0,197563.0,1447361.0,1555072.0,21387
6,42101,582594.0,157858.0,144664.0,2.59,3.58,1509742.0,589386.0,679054.0,43277.0,16236.0,405977.0,1035252.0,1213888.0,1537901.0,1559938.0,203909.0,260841.0,56932.0,203909.0,203909.0,1452064.0,1559938.0,21194
0,42103,22190.0,7902.0,6230.0,2.55,2.95,56611.0,22714.0,23342.0,1148.0,388.0,14226.0,39243.0,43075.0,56570.0,56993.0,3594.0,4521.0,927.0,3594.0,3594.0,54107.0,56993.0,144
1,42103,22207.0,7816.0,6354.0,2.56,3.0,56779.0,22959.0,23577.0,1382.0,449.0,14205.0,39668.0,43551.0,56782.0,57242.0,3842.0,4701.0,859.0,3842.0,3842.0,54400.0,57242.0,185
2,42103,21980.0,7442.0,6732.0,2.59,3.06,56970.0,23286.0,23833.0,1526.0,406.0,14246.0,40075.0,44225.0,56987.0,57437.0,3852.0,4945.0,1093.0,3852.0,3852.0,54729.0,57437.0,149
3,42103,21581.0,6792.0,6976.0,2.63,3.1,56700.0,23398.0,23919.0,1326.0,413.0,13848.0,40267.0,44490.0,56667.0,57179.0,4111.0,4871.0,760.0,4111.0,4111.0,54663.0,57179.0,139
4,42103,21183.0,6120.0,7161.0,2.66,3.13,56400.0,23500.0,23952.0,1310.0,305.0,13507.0,40343.0,44753.0,56408.0,56883.0,4637.0,5452.0,815.0,4637.0,4637.0,54495.0,56883.0,107
5,42103,21079.0,5900.0,7338.0,2.66,3.12,56149.0,23625.0,23976.0,1525.0,412.0,12785.0,40482.0,44993.0,56140.0,56632.0,4962.0,5803.0,841.0,4962.0,4962.0,54384.0,56632.0,146
6,42103,21135.0,5915.0,7632.0,2.64,3.08,55761.0,23638.0,23927.0,1523.0,465.0,12427.0,40619.0,45058.0,55822.0,56210.0,4671.0,5733.0,1062.0,4671.0,4671.0,54138.0,56210.0,157
0,42105,7291.0,2121.0,2355.0,2.37,2.8,17273.0,7086.0,7275.0,386.0,190.0,3692.0,12284.0,13539.0,17361.0,17583.0,166.0,226.0,60.0,166.0,166.0,16569.0,17583.0,147
1,42105,7196.0,1993.0,2373.0,2.4,2.88,17257.0,7105.0,7224.0,347.0,171.0,3686.0,12289.0,13519.0,17271.0,17487.0,162.0,233.0,71.0,162.0,162.0,16482.0,17487.0,170
2,42105,7057.0,1854.0,2397.0,2.44,2.95,17236.0,7107.0,7234.0,359.0,197.0,3725.0,12326.0,13554.0,17321.0,17466.0,205.0,273.0,68.0,205.0,205.0,16506.0,17466.0,170
3,42105,7077.0,1850.0,2460.0,2.44,2.94,17246.0,7105.0,7220.0,381.0,213.0,3711.0,12343.0,13563.0,17325.0,17487.0,184.0,282.0,98.0,184.0,184.0,16499.0,17487.0,154
4,42105,6848.0,1696.0,2468.0,2.51,3.06,17199.0,7125.0,7210.0,353.0,164.0,3602.0,12363.0,13614.0,17284.0,17451.0,193.0,277.0,84.0,193.0,193.0,16481.0,17451.0,167
5,42105,6669.0,1657.0,2473.0,2.57,3.18,17119.0,7114.0,7173.0,358.0,184.0,3565.0,12332.0,13593.0,17229.0,17377.0,197.0,300.0,103.0,197.0,197.0,16409.0,17377.0,140
6,42105,6623.0,1616.0,2498.0,2.56,3.19,16977.0,7127.0,7120.0,321.0,153.0,3447.0,12320.0,13578.0,17111.0,17239.0,196.0,284.0,88.0,196.0,196.0,16332.0,17239.0,55
0,42107,60347.0,17308.0,19136.0,2.34,2.86,141298.0,62345.0,61553.0,2199.0,931.0,29892.0,107374.0,118111.0,146834.0,148288.0,2806.0,3621.0,815.0,2806.0,2806.0,140595.0,148288.0,733
1,42107,60029.0,17026.0,19075.0,2.35,2.87,140829.0,62661.0,61254.0,2306.0,841.0,29983.0,107516.0,118179.0,146632.0,148195.0,2649.0,3447.0,798.0,2649.0,2649.0,140522.0,148195.0,827
2,42107,60121.0,17019.0,19166.0,2.34,2.87,140714.0,62744.0,61142.0,2308.0,905.0,29637.0,107544.0,118241.0,146359.0,147935.0,2627.0,3468.0,841.0,2627.0,2627.0,140362.0,147935.0,837
3,42107,59658.0,16643.0,19018.0,2.36,2.89,140605.0,62679.0,61049.0,2567.0,1080.0,29619.0,107253.0,118199.0,146321.0,147700.0,2876.0,3778.0,902.0,2876.0,2876.0,140231.0,147700.0,956
4,42107,59122.0,16287.0,19164.0,2.37,2.92,140092.0,62581.0,60806.0,2623.0,1075.0,29472.0,107318.0,118006.0,145746.0,147146.0,2852.0,3819.0,967.0,2852.0,2852.0,139898.0,147146.0,1183
5,42107,58554.0,16057.0,19336.0,2.38,2.94,139292.0,62375.0,60412.0,2769.0,1127.0,29280.0,106674.0,117541.0,145107.0,146360.0,2769.0,3782.0,1013.0,2769.0,2769.0,139319.0,146360.0,1523
6,42107,58341.0,16002.0,19640.0,2.37,2.94,138391.0,62211.0,59825.0,2861.0,1136.0,28641.0,106162.0,116934.0,144203.0,145503.0,2688.0,3630.0,942.0,2688.0,2688.0,138454.0,145503.0,1541
0,42109,14258.0,4712.0,4058.0,2.58,3.05,36836.0,15616.0,16450.0,583.0,277.0,9871.0,25477.0,30432.0,38762.0,39400.0,571.0,806.0,235.0,571.0,571.0,36954.0,39400.0,132
1,42109,14320.0,4547.0,4136.0,2.6,3.08,37236.0,15811.0,16477.0,629.0,300.0,10062.0,25590.0,30685.0,38986.0,39597.0,672.0,892.0,220.0,672.0,672.0,37217.0,39597.0,125
2,42109,14355.0,4553.0,4239.0,2.6,3.07,37255.0,15805.0,16580.0,666.0,326.0,10013.0,25777.0,30814.0,39114.0,39620.0,555.0,859.0,304.0,555.0,555.0,37345.0,39620.0,119
3,42109,14397.0,4501.0,4311.0,2.6,3.04,37391.0,15899.0,16583.0,571.0,255.0,10038.0,25992.0,30944.0,39261.0,39711.0,451.0,762.0,311.0,451.0,451.0,37484.0,39711.0,140
4,42109,14414.0,4480.0,4413.0,2.61,3.07,37675.0,15992.0,16675.0,699.0,301.0,9736.0,26323.0,31161.0,39477.0,39922.0,503.0,782.0,279.0,503.0,503.0,37695.0,39922.0,68
5,42109,14442.0,4449.0,4409.0,2.62,3.06,37818.0,16044.0,16765.0,601.0,254.0,9760.0,26464.0,31327.0,39596.0,40046.0,488.0,794.0,306.0,488.0,488.0,37900.0,40046.0,64
6,42109,14528.0,4496.0,4535.0,2.62,3.06,38068.0,16165.0,16814.0,709.0,302.0,9513.0,26610.0,31488.0,39800.0,40246.0,548.0,915.0,367.0,548.0,548.0,38002.0,40246.0,184
0,42111,30319.0,7942.0,10082.0,2.46,3.04,74603.0,33560.0,32066.0,1028.0,509.0,15579.0,56779.0,62552.0,77538.0,78219.0,595.0,978.0,383.0,595.0,595.0,74492.0,78219.0,187
1,42111,30168.0,7955.0,9989.0,2.46,3.02,74073.0,33670.0,31901.0,1073.0,479.0,15208.0,56826.0,62601.0,77279.0,77946.0,614.0,1011.0,397.0,614.0,614.0,74284.0,77946.0,235
2,42111,29992.0,7843.0,10036.0,2.45,3.01,73557.0,33774.0,31703.0,1016.0,386.0,15017.0,56791.0,62611.0,77007.0,77638.0,560.0,947.0,387.0,560.0,560.0,74015.0,77638.0,170
3,42111,29791.0,7847.0,10021.0,2.45,2.98,72987.0,33776.0,31580.0,1066.0,417.0,14653.0,56813.0,62572.0,76731.0,77341.0,509.0,869.0,360.0,509.0,509.0,73729.0,77341.0,269
4,42111,29748.0,7804.0,10172.0,2.43,2.95,72354.0,33852.0,31396.0,1066.0,427.0,14415.0,56768.0,62537.0,76361.0,77011.0,560.0,976.0,416.0,560.0,560.0,73475.0,77011.0,212
5,42111,29619.0,7866.0,10341.0,2.42,2.92,71638.0,33897.0,31138.0,1055.0,459.0,13928.0,56685.0,62368.0,75910.0,76617.0,594.0,1056.0,462.0,594.0,594.0,73118.0,76617.0,181
6,42111,29630.0,7764.0,10624.0,2.4,2.91,71187.0,33761.0,30999.0,1083.0,509.0,13388.0,56543.0,62159.0,75458.0,76201.0,670.0,1114.0,444.0,670.0,670.0,72715.0,76201.0,176
0,42113,2436.0,452.0,933.0,2.5,3.14,6099.0,2826.0,2760.0,98.0,22.0,1067.0,4721.0,5297.0,6394.0,6467.0,55.0,78.0,23.0,55.0,55.0,6198.0,6467.0,18
1,42113,2438.0,485.0,926.0,2.5,3.16,6090.0,2953.0,2739.0,151.0,27.0,1037.0,4842.0,5407.0,6400.0,6469.0,86.0,123.0,37.0,86.0,86.0,6211.0,6469.0,42
2,42113,2376.0,476.0,935.0,2.55,3.22,6059.0,2910.0,2724.0,181.0,49.0,1029.0,4822.0,5371.0,6393.0,6453.0,98.0,143.0,45.0,98.0,98.0,6177.0,6453.0,23
3,42113,2402.0,512.0,971.0,2.5,3.2,6010.0,2969.0,2743.0,190.0,69.0,974.0,4868.0,5456.0,6374.0,6419.0,110.0,165.0,55.0,110.0,110.0,6170.0,6419.0,16
4,42113,2476.0,513.0,1035.0,2.41,3.06,5962.0,2957.0,2783.0,194.0,74.0,976.0,4938.0,5502.0,6345.0,6400.0,111.0,139.0,28.0,111.0,111.0,6169.0,6400.0,20
5,42113,2669.0,550.0,1095.0,2.22,2.8,5922.0,3011.0,2739.0,153.0,72.0,962.0,4921.0,5534.0,6341.0,6381.0,113.0,146.0,33.0,113.0,113.0,6155.0,6381.0,12.0
6,42113,2647.0,528.0,1127.0,2.21,2.79,5843.0,3011.0,2698.0,155.0,78.0,896.0,4919.0,5518.0,6272.0,6302.0,118.0,157.0,39.0,118.0,118.0,6098.0,6302.0,4
0,42115,17225.0,4931.0,5366.0,2.48,2.95,42711.0,17881.0,17877.0,763.0,315.0,9396.0,30656.0,33792.0,43019.0,43343.0,665.0,873.0,208.0,665.0,665.0,41116.0,43343.0,37
1,42115,17273.0,5006.0,5416.0,2.48,2.93,42864.0,17915.0,17952.0,806.0,343.0,9269.0,30857.0,33956.0,42958.0,43311.0,626.0,832.0,206.0,626.0,626.0,41140.0,43311.0,116
2,42115,17139.0,4762.0,5455.0,2.49,2.98,42747.0,17982.0,17896.0,843.0,337.0,9016.0,30939.0,34043.0,42856.0,43171.0,627.0,829.0,202.0,627.0,627.0,41037.0,43171.0,223
3,42115,17163.0,4654.0,5517.0,2.48,2.96,42547.0,17991.0,17832.0,793.0,319.0,8848.0,30940.0,34048.0,42579.0,42948.0,603.0,839.0,236.0,603.0,603.0,40888.0,42948.0,181
